,감정_대분류,content,label,Emotion
307,분노,부모님은 내가 친구랑 싸워서 학교에서 전화가 왔는데도 무관심하셔. 내가 괜히 태어났나 봐.,1,
308,불안,열심히 일해도 가족들은 감사해 하지 않아. 내가 돈을 못 벌면 필요가 없어지는 걸까 두려워.,1,
309,상처,일하다 다치는 바람에 일자리를 잃었어. 나는 이제 끝났어.,1,
310,분노,내가 희망하는 진로를 무조건 전망이 없다고 비하해!,1,
311,,후진국 정부가 하는 일이 그렇지...외유성 해외출장 가봐야 바뀌는게 없어도 세금으로 꼬박꼬박 월급 나오니 편하지...,1,슬픔
312,분노,얼마 전에 아내가 나에게 서운하다고 얘기를 하더군. 둘만의 대화가 너무 없다고.,1,
313,상처,내가 짝사랑하는 같은 반 여자애가 내 친구에게 좋아한다고 고백을 했어. 너무 비참해.,1,
314,슬픔,친구가 올해는 내 생일을 잊었나 봐.,1,
315,불안,다른 사람들이 나에 대해 어떻게 얘기하고 다닐까 불안한 생각이 들어.,1,
316,상처,인터넷 게임에 빠져 학업성적이 최악이어서 대학진학을 못 할 것 같아 두렵고 절망적이야.,1,
317,불안,이제 알았는데. 반마다 왕따가 있대. 보통 이렇기 친구들을 많이 괴롭히나?,1,
318,상처,얼마 전 은행 계좌를 봤는데 생각보다 모아둔 돈이 없더라고 너무 충격이었어.,1,
319,슬픔,형님도 돌아가시고 최근에 아내까지 세상을 떠나니 삶이 힘겹고 슬퍼.,1,
320,슬픔,아들이 고등학생인데 아직도 학교생활이 어려운 것 같아서 걱정이네.,1,
321,,아는게 있어야지 하나도모르겟어요 ㅜㅜㅜㅜㅜ,1,슬픔
322,불안,나 요즘 애들이랑 대화가 잘 안 돼.,1,
323,분노,팀장님이 신입사원과 나를 자꾸 비교하셔. 나도 나름대로 대리인데 너무 자존심이 상해.,1,
324,,이젠 허탈 보다는 울분이 치솟는다,1,슬픔
325,슬픔,요즘 노후 준비를 생각하면 비통한 심정이야.,1,
326,분노,몸이 아파서 병원에 들락거리다 보니 돈도 거의 다 까먹었으니 앞으로 어떻게 살아야 할지 막막해.,1,
327,,연봉이 많은 곳이라...,1,슬픔
328,슬픔,아무리 이야기를 해봐도 아무도 내 이야기를 들어주지 않아.,1,
329,분노,낙하산으로 들어온 주제에 잘난 척하는 후배가 있어.,1,
330,분노,성인이 되면 조울증이 사라질 줄 알았는데 점점 심해져서 지긋지긋해. 벗어나고 싶어.,1,
331,슬픔,회사를 나온 후 친구와 함께 가게를 열었는데 생각과는 달리 너무 장사가 안 돼.,1,
332,불안,만성질환으로 삶의 전반적인 모든 것에 흥미가 없어지고 있어. 게다가 우울증까지 왔어.,1,
333,상처,학원 친구가 나보다 좋은 대학교에 합격해서 기분이 안 좋아.,1,
334,상처,은퇴를 했는데 남편이 내가 모아둔 돈을 모두 가져가 사업을 하는 것을 알고 얼이 나갔어.,1,
335,상처,나는 운동선수가 되고 싶은데 내가 심장이 안 좋아서 운동선수가 될 수 없을 거래.,1,
336,상처,내가 문제를 일으키자 회사는 기다렸다는 듯이 나와의 계약을 갑자기 해지했어.,1,
337,불안,내 친구들은 안 죽고 싶어서 아등바등 인데 나는 자식들한테 짐 되기 싫어서 빨리 죽고 싶어.,1,
338,,복대하면 허리통증 좀 사라질까요 ????,1,슬픔
339,불안,갑자기 며느리가 생기니까 당황스럽다.,1,
340,분노,옆집에 사는 김 씨가 집에서 발작으로 쓰러져서 구급차를 불렀는데 아직 안 왔어.,1,
341,슬픔,인터넷에서 되게 황당한 동영상을 봤어.,1,
342,불안,동네병원에서 암일지 모른다고 해서 큰 병원에서 검사했더니 큰 문제는 아니라고 했어. 진짜 암이면 어떡하나 불안해.,1,
343,불안,남편이 떠나고 우울증이 심해져서 매사에 집중하기가 어려워.,1,
344,분노,지난 검진 결과가 좋아서 기대하고 갔는데 다시 나빠졌다는군.,1,
345,상처,친구 성적에 질투가 나.,1,
346,분노,이번 승진 시험 잘 볼 수 있을까? 너무 불안해.,1,
347,슬픔,선생님이 따돌림 문제를 해결해 주실 거라고 믿었던 걸 너무 후회해.,1,
348,슬픔,내가 아주 불쌍해.,1,
349,, 목아파죽것네ㅠㅜ0,1,슬픔
350,불안,같이 사는 친구가 애완견을 데려왔는데 대부분 내가 돌보고 있어. 내가 주인인가 혼란스러워.,1,
351,불안,요새 코로나 일구 때문에 그런지 취업이 잘 안 돼서 걱정이야.,1,
352,불안,사고로 장애가 생겨서 일을 못 하게 됐어. 앞으로 가족들과 먹고사는 게 걱정이야.,1,
353,불안,나 어머니한테 혼이 날까 봐 정말 두려워.,1,
354,, 그래서 요요가 7킬로 정도 왔구요..),1,슬픔
355,불안,어떤 과를 가야 할지 아직 정하지 못했어. 과를 정하는 게 어려워.,1,
356,슬픔,노후 준비를 하지 못해서 후회되네.,1,
357,분노,다음 달에 엄마가 핸드폰 사 주신 댔는데 기다림이 너무 길다고 생각해.,1,
358,슬픔,나이가 먹어갈수록 내 얘기를 털어놓을 친구가 없는 것 같아.,1,
359,분노,하루하루 살아가는 삶이 무의미해지는 것 같아.,1,
360,분노,딸이 내가 싫어하는 걸 알면서 아이돌 음반을 사겠다고 돈을 달라 해.,1,
361,,숨이 붙어있으면 사는거고 끊어지면 죽는거고 에휴,1,슬픔
362,슬픔,정말 사랑하던 여자친구와 어제 헤어졌어. 온종일 울고만 있어.,1,
363,,사라지지마요 흑흑 ㅠㅠㅠㅠㅠ,1,슬픔
364,," 가만히 있어도 쓰라리고, 말로 표현할 수 없을 정도로 아파요..",1,슬픔
365,상처,나이가 들면서 체력이 바닥났다는 걸 느끼고 있어. 너무 속상해.,1,
366,슬픔,돈도 건강도 안 좋으니 그냥 죽어버리고 싶어.,1,
367,불안,가게도 잘 안 되는데 아내가 이혼하자 하네.,1,
368,슬픔,내 편은 아무도 없는 거 같아.,1,
369,슬픔,수능 점수가 진학하고싶은 대학이 요구하는 점수보다 한참 부족해.,1,
370,상처,남편과 사별 후에 소득이 없어서 살아가기가 힘드네.,1,
371,,심청아 올시험도 불합격했으니 한강에 인신공양 하러 가자ㅠㅠ,1,슬픔
372,분노,오늘 환자에게 치료해주는 도중 나에게 과격한 행동을 하여 몸을 피하는 상황이 발생했어.,1,
373,불안,중학교 때 뚱뚱하다는 이유로 왕따를 당해서 그런지 대학생이 된 지금은 조금 나아졌지만 여전히 사람들이 두렵고 무서워.,1,
374,상처,나 요즘 자꾸 기분이 오락가락하고 우울해.,1,
375,상처,노년에 들어서면 주변에 사람들도 많이 줄어드는 것 같아.,1,
376,분노,우리 나이면 다들 손자 볼 나이긴 해. 근데 자랑하는 걸 보면 내심 부럽거든.,1,
377,상처,오늘 애인의 집에 놀러 갔는데 내가 모르는 사람의 신발이 있어서 너무 혼란스러워.,1,
378,분노,요즘 사람들한테 툴툴대는 버릇이 생긴 것 같아.,1,
379,상처,취업이 너무 힘들어. 나는 직업을 가지지 못할 것 같아.,1,
380,,사회 양성평등부터 하고 군대보내달라고?,1,슬픔
381,상처,오늘 상처를 받았어.,1,
382,슬픔,우리 부부 둘 다 최저의 연금으로 생활하는 것이 슬퍼.,1,
383,분노,딸이 시집을 안 가서 걱정이야.,1,
384,,우린 전투식량줬는데 저 정도면 괜찮지,1,슬픔
385,,시댁이고친정이고 돈나가는거보면 다음달이 무섭다,1,슬픔
386,,일자리가 안잡혀서 죽겠네요 ㅠㅠ;;,1,슬픔
387,상처,부모님은 기대하고 있는 대학 기준이 너무 높은 거 같아. 이걸로 또 싸웠어.,1,
388,상처,내 애인이 나를 소유물로 생각하고 있었던 것 같아서 너무 상처야.,1,
389,,작가가 노답. 배우들은 뭔죄냐,1,슬픔
390,상처,직장에서 내가 눈치 없다는 이유로 동료들의 따돌림을 받아서 화가 나.,1,
391,, 내가 선택한길이 후회가되면 안되는데너무 좌절되네요,1,슬픔
392,,(≫≪) 미군 희생 여중생들의 죽음을 애도하며..,1,슬픔
393,불안,친구들을 만날 때마다 불편해.,1,
394,상처,아내가 손톱에 무좀이 있는데 손톱이 빠져버린걸 보니 충격이고 상처로 오네.,1,
395,불안,드디어 임신했는데 배가 불러올수록 아이 낳는 게 걱정이 돼.,1,
396,슬픔,지금 공부를 해도 대학가서도 취업하려고 또 공부를 해야 하는데 왜 해야 하는지 모르겠어.,1,
397,분노,결혼을 하고 주변 사람들을 챙기지 않았더니 이제 남은 사람들이 하나도 없어. 너무 외로워.,1,
398,슬픔,결혼을 너무 일찍 한 것 같아.,1,
399,슬픔,그동안 자식을 위해 내 청춘을 다 바쳤는데 자식들은 내가 늙고 아프니 나를 챙기지 않아.,1,
400,분노,저희 학교는 학교폭력 없는 학교라고 현수막 걸었더라. 어이가 없어.,1,
401,슬픔,직장 생활을 해 오면서 후회되는 일이 있어.,1,
402,상처,딸이 좋은 대학에 가도록 하는 게 엄마의 역할이라 생각해. 그런데 딸은 공부에 관심이 없어.,1,
403,,그래도 죽은 남편과 딸이 살아 돌아오지 못한다는 현실이 너무나 서글프네요.,1,슬픔
404,분노,아이랑 약속했으면 지켜야지. 남편이 놀러가기로 해놓고 자버려서 화가 나.,1,
405,불안,아내가 또 잔소리하며 화를 내. 우울증을 앓는 나는 또 아내를 무시해 나도 내가 답답해.,1,
406,슬픔,언니는 맨날 나를 이기려고만 해서 너무 슬퍼. 나를 친동생으로 생각하기는 할까?,1,
407,상처,이번 기말고사를 망쳤어. 이번 시험 때문에 내신이 많이 떨어질 거 같아.,1,
408,상처,로스쿨에 가려면 학점을 잘 받았어야 했는데 전체평균 이 점대라니 너무 후회스러워.,1,
409,상처,지속적인 가족학대로 우울증에 걸렸어. 너무 힘들어.,1,
410,상처,나 오늘 대표직에서 해임됐어! 기분이 너무 나빠죽겠어.,1,
411,불안,부모님이 오늘 다투셨어. 예전처럼 따로 산다고 하실까봐 초조해.,1,
412,불안,친구들이 선생님 모르게 날 괴롭혀서 스트레스받아.,1,
413,분노,난 옷 가게 직원이 말 건네는 게 부담스러워서 온라인 쇼핑만 해.,1,
414,상처,동생하고 연락을 안 하고 살아.,1,
415,분노,아들 사업자금 대주다 집 날릴까 봐 걱정하는 친구한테 전화가 왔어.,1,
416,,하루종일 고민중이거든요..,1,슬픔
417,슬픔,엄마가 무릎이 안 좋은데 나를 보러 우리 집까지 찾아왔다니 눈물이 나.,1,
418,슬픔,오늘 개학 결과가 발표되었어.,1,
419,상처,답답한 일이 있어.,1,
420,분노,분노조절장애로 남편과 이혼하고 딸 아이를 혼자 키우는데 내가 상처 입힐까 봐 무서워.,1,
421,,평소에는 괜찮아서 그냥 두었는데마음이 편치 않아 이렇게 글을 올립니다.,1,슬픔
422,슬픔,요즘 회사에 계속 지원하는데 모두 떨어져서 슬퍼.,1,
423,분노,우리 오빠가 사춘기가 왔는지 자꾸 이상한 데서 감정을 폭발시켜.,1,
424,슬픔,젊었을 때 단식 다이어트를 오래 했더니 빈혈이 생겼어.,1,
425,,방학중에만 할꺼 아니냐고잘안써주는데ㅠㅠㅠㅠㅠㅠㅠ,1,슬픔
426,상처,아이들 대학 등록금을 힘들게 마련해서 공부시켰는데 이제는 대학원에 가고 싶다고 해.,1,
427,불안,회사에서 승진 시험을 준비하고 있어.,1,
428,상처,대학에 들어오고 나서 목표가 사라졌어. 학점도 낮고 전공도 맞지 않아서 실패한 인생 같아.,1,
429,불안,성적이 안좋은데 원하는 고등학교로 갈 수 있을까?,1,
430,불안,요새 업무가 너무 많아서 너무 힘들어.,1,
431,분노,정신질환이 있어서 친구들 눈치가 자꾸 보여 나는 왜 정신질환을 가지고 있는 건지 내가 싫어.,1,
432,슬픔,부모님이 나같이 돈도 못 버는 자식은 필요도 없대.,1,
433,분노,부모님이랑 자식 모두 보살피는 게 부담스러워.,1,
434,상처,내가 아는 동생이 있는데 얄밉네.,1,
435,불안,은퇴 후 연금으로 넉넉하게 살 수 있을 줄 알았는데 병에 걸려서 연금만으로는 살 수 없게 됐어.,1,
436,분노,암이라고 해도 다들 끝까지 치료를 받길 권하면서 가만두질 않아. 나는 집에서 여생을 보내고 싶어.,1,
437,분노,사장이 월급을 안 주어서 걱정이야.,1,
438,불안,오늘 업무가 많았는데 전부 끝내고 퇴근하지 못했어.,1,
439,상처,부모님은 내게 자꾸만 성적 압박을 줘. 그게 너무 괴로워.,1,
440,슬픔,이번에 회사 형편이 어려워져서 폐업하게 되었어.,1,
441,상처,슬프고 비관적인 생각이 들 때가 많아.,1,
442,불안,요새 새로운 직장에 취직해서 혼란스러운데 주변에 힘들 때나 기쁠 때 같이 응원해 주는 오래된 친구들이 있어서 기뻐.,1,
443,불안,곧 새 학기 시작인데 내가 친구들을 잘 사귈 수 있을까?,1,
444,,그런데 옴기려 하려해도 일구하기가 쉽지가 않네요;,1,슬픔
445,불안,내가 지금 하는 것이 과연 옳을까?,1,
446,불안,황혼이혼이나 졸혼에 관한 뉴스가 종종 나오네.,1,
447,불안,옆에 직원이 며칠 계속 병가 중이라 걱정이네.,1,
448,분노,최근 딸과 대화하는 데 어려움이 있어서 괴로운데 남편은 내 말을 듣기보단 나를 비난해.,1,
449,슬픔,나는 자식들과 함께 살고 싶은데 자식들은 같이 사는 걸 싫어해서 너무 속상하고 슬퍼.,1,
450,슬픔,직장에서는 싫어도 어쩔 수 없이 상사한테 아부를 해야 하나 봐.,1,
451,불안,어제 남편이 저녁에 퇴근해서 회사 그만두고 치킨 장사나 할까 그러더라. 회사에서 안 좋은 일이 있었나 봐.,1,
452,슬픔,일 때문에 애를 맡길 데가 없어서 부모님 댁으로 들어가야 하나 싶어 고민이 돼.,1,
453,분노,가족 중 나만 돈을 안 벌고 있어. 난 밥만 축내는 존재야.,1,
454,불안,친구들이 언젠가 나를 떠날지도 모른다는 생각에 걱정이 돼.,1,
455,불안,나이 드니까 일도 못 하고 돈도 못 벌고 경제적으로 너무 어려워서 힘들어.,1,
456,불안,스마트폰 사용하는 방법이 왜 이렇게 어려운지 모르겠어. 카톡도 할 줄 모르니 친구들과 연락도 잘 안 되고.,1,
457,분노,나한테 쓸데없는 일로 고민 상담하는 애가 있는데 얄미워서 일부러 부정적인 얘기만 했어.,1,
458,,이렇게 망하는 가보다,1,슬픔
459,분노,십 년이 넘게 직장에 다니는데 아직 집을 장만하지 못해서 남편이 안달하는 거야.,1,
460,분노,친구들이 나만 가지고 놀려. 짜증나.,1,
461,슬픔,내가 암에 걸렸는데 남편이나 애들이나 다 별거 아니래. 내 인생 이게 뭐야.,1,
462,슬픔,며칠 전부터 집사람이 허리가 아프다고 하네.,1,
463,슬픔,아내가 나랑 싸우던 중에 물건을 부쉈는데 그 사람의 폭력성에 환멸이 나.,1,
464,슬픔,내가 정말 좋아하는 친구가 큰 사고를 당했어. 내가 무엇을 해야 할지 모르겠어.,1,
465,,남동생잇고 남고군대커리큘럼 밟아서그런지 너무모른다ㅠㅠ,1,슬픔
466,슬픔,문소리만 나도 누가 오려나 기다리는 내가 참 슬프고 쓸쓸하네.,1,
467,슬픔,여자들끼리 일하는 회사에 다녀서 너무 힘들어 나 자신이 불쌍해.,1,
